Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
23.1.0.1-23.1.1.1-34310-80-6,23.1.0.1,34310,23.1.1.1,80,6,22/05/2021 03:33:52 ����,20252061.0,10,15,60.0,24224.0,60.0,0.0,6.0,18.97366596,2896.0,0.0,1614.933333,761.6935517000003,1199.087836,1.234442262,843835.875,1666960.014,6661070.0,26.0,20100000.0,2234941.111,4079534.747,12900000.0,26.0,19100000.0,1362247.429,2046455.36,6661070.0,240.0,0,0,0,0,372,488,0.493776905,0.740665357,0.0,2896.0,934.0,991.2611765,982598.72,1,3,0,2,23,0,0,0,1.0,971.36,6.0,1614.933333,0.0,0.0,0.0,14540.0,8.0,5484.0,0.0,2.0,0.0,968.0,64240,502,1,32,3954220.0,0.0,3954220.0,3954220.0,5910707.5,1061172.824,6661070.0,5160345.0,CC
23.1.0.1-23.1.1.1-55960-80-6,23.1.0.1,55960,23.1.1.1,80,6,22/05/2021 03:33:20 ����,683710.0,3,6,60.0,11192.0,60.0,0.0,20.0,34.64101615,2896.0,0.0,1865.333333,1127.851527,16457.2699,13.16347574,85463.75,130185.6694,381340.0,154.0,229124.0,114562.0,161797.3452,228970.0,154.0,559780.0,111956.0,211720.8762,486534.0,243.0,0,0,0,0,104,200,4.387825248,8.775650495,0.0,2896.0,1125.2,1272.788086,1619989.511,1,2,0,2,8,0,0,0,2.0,1250.222222,20.0,1865.333333,0.0,0.0,0.0,11252.0,6.0,24752.0,0.0,6.0,0.0,1243.0,64240,502,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.0.1-23.1.1.1-42228-80-6,23.1.0.1,42228,23.1.1.1,80,6,22/05/2021 03:40:22 ����,904336.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.211567382,904336.0,0.0,904336.0,904336.0,904336.0,904336.0,0.0,904336.0,904336.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2.211567382,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,496,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.0.1-23.1.1.1-34666-80-6,23.1.0.1,34666,23.1.1.1,80,6,22/05/2021 03:31:12 ����,706770.0,9,3,0.0,3952.0,0.0,0.0,0.0,0.0,1448.0,1056.0,1317.333333,226.3213055,5591.635185,16.97864935,64251.81818,114674.8629,395147.0,3.0,706770.0,88346.25,172459.6521,493805.0,3.0,497034.0,248517.0,207366.1347,395147.0,101887.0,0,0,0,0,312,96,12.73398701,4.244662337,0.0,1448.0,304.0,585.0310532999998,342261.3333,1,0,0,1,12,0,0,0,0.0,329.3333333,0.0,1317.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,501,502,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.1.1-23.1.0.1-80-37552-6,23.1.1.1,80,23.1.0.1,37552,6,22/05/2021 03:37:10 ����,8084665.0,12,8,12640.0,60.0,2896.0,0.0,1053.333333,892.8016508999997,60.0,0.0,7.5,21.21320344,1570.875231,2.473819262,425508.6842,590961.0401,1940927.0,12.0,8084665.0,734969.5455,697840.1216,1940927.0,290.0,6810639.0,972948.4286,1155316.164,3043746.0,12.0,0,0,0,0,408,296,1.484291557,0.989527705,0.0,2896.0,604.7619047999998,848.6842702,720264.9905,1,5,0,2,17,0,0,0,0.0,635.0,1053.333333,7.5,0.0,0.0,0.0,6350.0,4.0,4527.0,0.0,632.0,0.0,3.0,64240,501,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.0.1-23.1.1.1-42964-80-6,23.1.0.1,42964,23.1.1.1,80,6,22/05/2021 03:40:37 ����,602569.0,4,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,4806.088597,9.957365878,120513.8,93797.12022,223900.0,7.0,602569.0,200856.3333,175077.8883,321204.0,7.0,298894.0,298894.0,0.0,298894.0,298894.0,0,0,0,0,152,64,6.638243919,3.319121959,0.0,1448.0,413.7142857,706.5516527999997,499215.2381,1,0,0,0,6,0,0,0,0.0,482.6666667,0.0,1448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,501,509,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.1.1-23.1.0.1-80-45212-6,23.1.1.1,80,23.1.0.1,45212,6,22/05/2021 03:37:50 ����,265257.0,2,1,2504.0,0.0,1448.0,1056.0,1252.0,277.1858582,0.0,0.0,0.0,0.0,9439.90168,11.30978636,132628.5,42714.19933,162832.0,102425.0,265257.0,265257.0,0.0,265257.0,265257.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,7.539857572000001,3.769928786,0.0,1448.0,988.0,684.0974589,467989.3333,1,0,0,1,3,0,0,0,0.0,1317.333333,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0,0.0,0.0,502,501,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.1.1-23.1.0.1-80-49842-6,23.1.1.1,80,23.1.0.1,49842,6,22/05/2021 03:38:12 ����,124759.0,1,1,1056.0,0.0,1056.0,1056.0,1056.0,0.0,0.0,0.0,0.0,0.0,8464.319206999999,16.03090759,124759.0,0.0,124759.0,124759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,8.015453795,8.015453795,0.0,1056.0,704.0,609.6818843,371712.0,2,0,0,1,2,0,0,0,1.0,1056.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0,509,501,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.1.1-23.1.0.1-80-38414-6,23.1.1.1,80,23.1.0.1,38414,6,22/05/2021 03:34:19 ����,2413609.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82863463,2413609.0,0.0,2413609.0,2413609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.414317315,0.414317315,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509,501,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.1.1-23.1.0.1-80-52288-6,23.1.1.1,80,23.1.0.1,52288,6,22/05/2021 03:38:23 ����,599808.0,8,2,11192.0,60.0,2896.0,0.0,1399.0,1501.087986,60.0,0.0,30.0,42.42640687,18759.33632,16.67200171,66645.33333,101822.8518,270999.0,242.0,599808.0,85686.85714,139939.719,355743.0,242.0,271.0,271.0,0.0,271.0,271.0,0,0,0,0,272,64,13.33760137,3.3344003410000003,0.0,2896.0,1022.909091,1411.534304,1992429.091,1,2,0,2,9,0,0,0,0.0,1125.2,1399.0,30.0,0.0,0.0,0.0,11252.0,5.0,36388.0,0.0,1119.0,0.0,6.0,64240,502,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.1.1-23.1.0.1-80-57248-6,23.1.1.1,80,23.1.0.1,57248,6,22/05/2021 03:49:45 ����,398919.0,5,2,2504.0,60.0,1448.0,0.0,500.8,699.6136076,60.0,0.0,30.0,42.42640687,6427.369967000001,17.54742191,66486.5,76674.7115,186772.0,15.0,398919.0,99729.75,109889.7891,202586.0,263.0,15.0,15.0,0.0,15.0,15.0,0,0,0,0,176,64,12.53387279,5.013549116,0.0,1448.0,320.5,584.7683302,341954.0,1,2,0,2,6,0,0,0,0.0,366.2857143,500.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,8.0,64240,502,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.0.1-23.1.1.1-40304-80-6,23.1.0.1,40304,23.1.1.1,80,6,22/05/2021 03:51:15 ����,1885033.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121978766,628344.3333,1080251.74,1875700.0,8.0,1885033.0,628344.3333,1080251.74,1875700.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,128,0,2.121978766,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,496,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.0.1-23.1.1.1-57400-80-6,23.1.0.1,57400,23.1.1.1,80,6,22/05/2021 03:31:04 ����,28098.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.5383301,5619.6,12385.83157,27775.0,3.0,28098.0,5619.6,12385.83157,27775.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,192,0,213.5383301,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,501,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.1.1-23.1.0.1-80-41954-6,23.1.1.1,80,23.1.0.1,41954,6,22/05/2021 03:52:01 ����,38744876.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051619729,38700000.0,0.0,38700000.0,38700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.025809865,0.025809865,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502,501,0,32,0.0,0.0,0.0,0.0,38700000.0,0.0,38700000.0,38700000.0,CC
23.1.1.1-23.1.0.1-80-59570-6,23.1.1.1,80,23.1.0.1,59570,6,22/05/2021 03:46:46 ����,29189130.0,4,3,2896.0,0.0,1448.0,0.0,724.0,836.0031897999999,0.0,0.0,0.0,0.0,99.215016,0.239815301,4864855.0,9819634.394,24900000.0,128725.0,4329926.0,1443308.667,1298727.965,2739321.0,141882.0,28200000.0,14100000.0,17100000.0,26200000.0,2053329.0,0,0,0,0,144,104,0.137037315,0.102777986,0.0,1448.0,362.0,670.2937522000002,449293.7143,1,3,0,0,5,0,0,0,0.0,413.7142857,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,64240,501,2,32,4329926.0,0.0,4329926.0,4329926.0,24900000.0,0.0,24900000.0,24900000.0,CC
23.1.0.1-23.1.1.1-36764-80-6,23.1.0.1,36764,23.1.1.1,80,6,22/05/2021 03:31:21 ����,1450393.0,1,1,0.0,1056.0,0.0,0.0,0.0,0.0,1056.0,1056.0,1056.0,0.0,728.0785277000001,1.378936605,1450393.0,0.0,1450393.0,1450393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,0.689468303,0.689468303,0.0,1056.0,352.0,609.6818843,371712.0,1,0,0,1,2,0,0,0,1.0,528.0,0.0,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,501,509,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC
23.1.1.1-23.1.0.1-80-54478-6,23.1.1.1,80,23.1.0.1,54478,6,22/05/2021 03:46:08 ����,15286684.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196249232,7643342.0,6520972.677,12300000.0,3032318.0,0.0,0.0,0.0,0.0,0.0,12300000.0,12300000.0,0.0,12300000.0,12300000.0,0,0,0,0,40,80,0.065416411,0.130832822,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,64240,0,40,3032318.0,0.0,3032318.0,3032318.0,12300000.0,0.0,12300000.0,12300000.0,CC
23.1.0.1-23.1.1.1-47728-80-6,23.1.0.1,47728,23.1.1.1,80,6,22/05/2021 03:49:17 ����,6567274.0,1,2,0.0,1448.0,0.0,0.0,0.0,0.0,1448.0,0.0,724.0,1023.890619,220.4872219,0.456810543,3283637.0,4487674.4,6456902.0,110372.0,0.0,0.0,0.0,0.0,0.0,6456902.0,6456902.0,0.0,6456902.0,6456902.0,0,0,0,0,44,64,0.152270181,0.304540362,0.0,1448.0,362.0,724.0,524176.0,1,0,0,0,3,0,0,0,2.0,482.6666667,0.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,501,502,0,44,110372.0,0.0,110372.0,110372.0,6456902.0,0.0,6456902.0,6456902.0,CC
