acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.90808,0.8237,0.007540000000000001,0.9663,0.9368,0.0042,0.7167,0.4348,0.0014
