acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.9184848484848486,0.8731313131313131,0.03616161616161616,0.9570707070707071,0.9601010101010101,0.04595959595959596,0.9055555555555556,0.8666666666666667,0.05555555555555555
