acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.8222199999999998,0.7694000000000001,0.12495999999999999,0.8558,0.8524,0.1408,0.63,0.3544,0.0944
