acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.9596500000000001,0.9992,0.0799,0.9731,0.9992,0.053,0.9548,0.9992,0.0896
