acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.9546934865900383,0.9923371647509578,0.08295019157088122,0.9843550446998723,0.9744572158365262,0.005747126436781609,0.8767560664112388,1.0,0.24648786717752236
