acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.7417900000000001,0.73858,0.255,0.8718,0.8682,0.1246,0.4787,0.5348,0.5774
