acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.8781000000000001,0.8505199999999999,0.09431999999999999,0.8822,0.8592,0.0948,0.8739,0.8428,0.095
