acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.8060599999999999,0.66574,0.053619999999999994,0.9075,0.9162,0.1012,0.6391,0.3056,0.0274
