acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.97533,0.99712,0.04646000000000001,0.9775,1.0,0.045,0.9726,0.9964,0.0512
