acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.9109300000000002,0.828,0.00614,0.9129,0.8286,0.0028,0.9093,0.8276,0.009
