acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.9012300000000001,0.8763799999999999,0.07392,0.9256,0.9064,0.0552,0.8723,0.8474,0.1028
