acc_mean,recall_mean,fpr_mean,acc_opt,recall_opt,fpr_opt,acc_wst,recall_wst,fpr_wst
0.7449999999999999,0.5847400000000001,0.09474000000000002,0.7759,0.62,0.0682,0.6655,0.5894,0.2584
